group,term,synonym,isWord
Сексуальні дії,👉👌,то ще Єва в раю уміла,0
Сексуальні дії,👉👌,трах,1
Сексуальні дії,👉👌,чотирибальний землетрус за шкалою трахтера,0
Сексуальні дії,👉👌,усі-пусі,1
Сексуальні дії,👉👌,фак,1
Сексуальні дії,👉👌,факт,1
Сексуальні дії,👉👌👈,бутерброд,1
Сексуальні дії,👉👌👈,групен-секс,1
Сексуальні дії,👉👌👈,груповичок,1
Сексуальні дії,👉👌👈,груповуха,1
Сексуальні дії,👉👌👈,груповушка,1
Сексуальні дії,👉👌👈,катрусин кінозал,0
Сексуальні дії,👉👌👈,колгосп,1
Сексуальні дії,👉👌👈,свінг,1
Сексуальні дії,👉👌👈,тічка,1
Сексуальні дії,👉👌👈,шведський бутерброд,0
Сексуальні дії,👉👌👈,швецію робити / зробити,0
Сексуальні дії,👉👌,бити ковбасою що спереду,0
Сексуальні дії,👉👌,брати / взяти тіло,0
Сексуальні дії,👉👌,брати до рук шаблю,0
Сексуальні дії,👉👌,був кіт на салі,0
Сексуальні дії,👉👌,побував кіт на салі,0
Сексуальні дії,👉👌,бути між ногами,0
Сексуальні дії,👉👌,вбертати,1
Сексуальні дії,👉👌,вгатити,1
Сексуальні дії,👉👌,вграти,1
Сексуальні дії,👉👌,вдарити нумер,0
Сексуальні дії,👉👌,везти дуба,0
Сексуальні дії,👉👌,вертіти дірку,0
Сексуальні дії,👉👌,вжарить,1
Сексуальні дії,👉👌,взути,1
Сексуальні дії,👉👌,вибити,1
Сексуальні дії,👉👌,виграти,1
Сексуальні дії,👉👌,виїбати,1
Сексуальні дії,👉👌,використовувати,1
Сексуальні дії,👉👌,використати,1
Сексуальні дії,👉👌,використовувати у горизонтальний спосіб,0
Сексуальні дії,👉👌,використати у горизонтальний спосіб,0
Сексуальні дії,👉👌,вилізти,1
Сексуальні дії,👉👌,вимахати,1
Сексуальні дії,👉👌,виорати,1
Сексуальні дії,👉👌,висмалити,1
Сексуальні дії,👉👌,вителепати,1
Сексуальні дії,👉👌,витовкти,1
Сексуальні дії,👉👌,витрапати,1
Сексуальні дії,👉👌,витрахати,1
Сексуальні дії,👉👌,витягти на себе,0
Сексуальні дії,👉👌,втягти на себе,0
Сексуальні дії,👉👌,затягти на себе,0
Сексуальні дії,👉👌,вихарити,1
Сексуальні дії,👉👌,вихатися,1
Сексуальні дії,👉👌,відгромадити,1
Сексуальні дії,👉👌,віджимати / віджати,0
Сексуальні дії,👉👌,відідрати,1
Сексуальні дії,👉👌,відмантачити,1
Сексуальні дії,👉👌,відмахати,1
Сексуальні дії,👉👌,відмолотити,1
Сексуальні дії,👉👌,відпердолити,1
Сексуальні дії,👉👌,відправити парастас,0
Сексуальні дії,👉👌,відфайдолити,1
Сексуальні дії,👉👌,відфалувати,1
Сексуальні дії,👉👌,відхарити,1
Сексуальні дії,👉👌,відшкворити,1
Сексуальні дії,👉👌,врізати січку,0
Сексуальні дії,👉👌,всадити,1
Сексуальні дії,👉👌,вставляти,1
Сексуальні дії,👉👌,вставити,1
Сексуальні дії,👉👌,вставляти пістон,0
Сексуальні дії,👉👌,вставити пістон,0
Сексуальні дії,👉👌,встромити,1
Сексуальні дії,👉👌,входити / увійти,0
Сексуальні дії,👉👌,гамселити,1
Сексуальні дії,👉👌,ганяти,1
Сексуальні дії,👉👌,ганяти стрижня,0
Сексуальні дії,👉👌,ганяти стрижнем,0
Сексуальні дії,👉👌,гарцювати,1
Сексуальні дії,👉👌,гилитися,1
Сексуальні дії,👉👌,гнати,1
Сексуальні дії,👉👌,гнути санки,0
Сексуальні дії,👉👌,говорити,1
Сексуальні дії,👉👌,гойдати,1
Сексуальні дії,👉👌,гомати,1
Сексуальні дії,👉👌,гопати,1
Сексуальні дії,👉👌,грати,1
Сексуальні дії,👉👌,грати в штрики-пісі,0
Сексуальні дії,👉👌,грати на бандурі,0
Сексуальні дії,👉👌,грати на волосянці,0
Сексуальні дії,👉👌,грати на гітарі,0
Сексуальні дії,👉👌,гребти,1
Сексуальні дії,👉👌,гримати,1
Сексуальні дії,👉👌,грішити,1
Сексуальні дії,👉👌,гедзатися,1
Сексуальні дії,👉👌,дати джмеля,0
Сексуальні дії,👉👌,дати джмелика,0
Сексуальні дії,👉👌,дати дуду,0
Сексуальні дії,👉👌,дерти,1
Сексуальні дії,👉👌,довбати,1
Сексуальні дії,👉👌,домити,1
Сексуальні дії,👉👌,драти,1
Сексуальні дії,👉👌,дригати,1
Сексуальні дії,👉👌,дриндати,1
Сексуальні дії,👉👌,дрючити,1
Сексуальні дії,👉👌,дрючка,1
Сексуальні дії,👉👌,заткнуть під шкурку,0
Сексуальні дії,👉👌,дурня загнать,0
Сексуальні дії,👉👌,дути,1
Сексуальні дії,👉👌,духопелити,1
Сексуальні дії,👉👌,душу закропити,0
Сексуальні дії,👉👌,жаліти,1
Сексуальні дії,👉👌,жарити,1
Сексуальні дії,👉👌,жаритися,1
Сексуальні дії,👉👌,жигати,1
Сексуальні дії,👉👌,жучити,1
Сексуальні дії,👉👌,забити рибу,0
Сексуальні дії,👉👌,завалювати,1
Сексуальні дії,👉👌,загузичити,1
Сексуальні дії,👉👌,🍑винути,1
Сексуальні дії,👉👌,🍑ерти ножку на Явдошку,0
Сексуальні дії,👉👌,🍑рочити,1
Сексуальні дії,👉👌,заїхати колісницею,0
Сексуальні дії,👉👌,зайванити кобіту,0
Сексуальні дії,👉👌,закалатати кобіту,0
Сексуальні дії,👉👌,займатися коханням,0
Сексуальні дії,👉👌,зайнятися коханням,0
Сексуальні дії,👉👌,займатися сексом,0
Сексуальні дії,👉👌,зайнятися сексом,0
Сексуальні дії,👉👌,зайнятися ділом,0
Сексуальні дії,👉👌,закаблучити,1
Сексуальні дії,👉👌,закваситипісюна,1
Сексуальні дії,👉👌,заложить,1
Сексуальні дії,👉👌,замочити гулю,0
Сексуальні дії,👉👌,поставити гулю,0
Сексуальні дії,👉👌,замочити пісюна,0
Сексуальні дії,👉👌,запеканчити,1
Сексуальні дії,👉👌,заперти,1
Сексуальні дії,👉👌,запихати / запхати,0
Сексуальні дії,👉👌,запичити,1
Сексуальні дії,👉👌,запузирювати / запузирити,0
Сексуальні дії,👉👌,засандалити,1
Сексуальні дії,👉👌,засувати / засунути,0
Сексуальні дії,👉👌,затикати,1
Сексуальні дії,👉👌,затикать,1
Сексуальні дії,👉👌,затирити,1
Сексуальні дії,👉👌,заткнути дурачка під шкірку,0
Сексуальні дії,👉👌,захуярити,1
Сексуальні дії,👉👌,зашивати,1
Сексуальні дії,👉👌,збивати масло,0
Сексуальні дії,👉👌,збити росу,0
Сексуальні дії,👉👌,зграндувати кобіту,0
Сексуальні дії,👉👌,зливатися / злитися в екстазі,0
Сексуальні дії,👉👌,їбати,1
Сексуальні дії,👉👌,єбати,1
Сексуальні дії,👉👌,їбнутися,1
Сексуальні дії,👉👌,їдрити,1
Сексуальні дії,👉👌,єдрити,1
Сексуальні дії,👉👌,їсти солонину,0
Сексуальні дії,👉👌,йобкати,1
Сексуальні дії,👉👌,кинути палку,0
Сексуальні дії,👉👌,вкинути палку,0
Сексуальні дії,👉👌,поставити палку,0
Сексуальні дії,👉👌,кінчик замочити,0
Сексуальні дії,👉👌,клепати косу,0
Сексуальні дії,👉👌,користувати,1
Сексуальні дії,👉👌,корінь попарити,0
Сексуальні дії,👉👌,корінь запарити,0
Сексуальні дії,👉👌,кохати,1
Сексуальні дії,👉👌,крупи дерти,0
Сексуальні дії,👉👌,лазити,1
Сексуальні дії,👉👌,лигатися,1
Сексуальні дії,👉👌,лізти,1
Сексуальні дії,👉👌,лізти між ноги,0
Сексуальні дії,👉👌,лікувати,1
Сексуальні дії,👉👌,лоскотати,1
Сексуальні дії,👉👌,любити,1
Сексуальні дії,👉👌,манати,1
Сексуальні дії,👉👌,мантачити,1
Сексуальні дії,👉👌,маститися,1
Сексуальні дії,👉👌,мати жінку,0
Сексуальні дії,👉👌,мати секс,0
Сексуальні дії,👉👌,матрасити,1
Сексуальні дії,👉👌,махатися,1
Сексуальні дії,👉👌,махать,1
Сексуальні дії,👉👌,метати ікру,0
Сексуальні дії,👉👌,молотити,1
Сексуальні дії,👉👌,мотузити,1
Сексуальні дії,👉👌,мочити / замочити пісюна,0
Сексуальні дії,👉👌,мусолити,1
Сексуальні дії,👉👌,наблочити,1
Сексуальні дії,👉👌,навернути,1
Сексуальні дії,👉👌,нагодувати,1
Сексуальні дії,👉👌,на голяса йти,0
Сексуальні дії,👉👌,надіти,1
Сексуальні дії,👉👌,наряджати диво,0
Сексуальні дії,👉👌,насідати,1
Сексуальні дії,👉👌,настромити,1
Сексуальні дії,👉👌,натягувати / натягнути,0
Сексуальні дії,👉👌,нахитувати,1
Сексуальні дії,👉👌,на цілого йти,0
Сексуальні дії,👉👌,наярювати,1
Сексуальні дії,👉👌,ночувати,1
Сексуальні дії,👉👌,обробити,1
Сексуальні дії,👉👌,обслуговувати,1
Сексуальні дії,👉👌,оволодіти,1
Сексуальні дії,👉👌,одділати,1
Сексуальні дії,👉👌,орати,1
Сексуальні дії,👉👌,орати нивку,0
Сексуальні дії,👉👌,орати своє поле,0
Сексуальні дії,👉👌,осідлати,1
Сексуальні дії,👉👌,оформити,1
Сексуальні дії,👉👌,парити,1
Сексуальні дії,👉👌,парити живіт,0
Сексуальні дії,👉👌,патичити,1
Сексуальні дії,👉👌,пахати,1
Сексуальні дії,👉👌,педрати,1
Сексуальні дії,👉👌,пекти,1
Сексуальні дії,👉👌,пердолити,1
Сексуальні дії,👉👌,перебити чорну вовну,0
Сексуальні дії,👉👌,перекинути,1
Сексуальні дії,👉👌,перепихнутися,1
Сексуальні дії,👉👌,переспати,1
Сексуальні дії,👉👌,періщити,1
Сексуальні дії,👉👌,перти,1
Сексуальні дії,👉👌,перчити,1
Сексуальні дії,👉👌,печеню покраяти,0
Сексуальні дії,👉👌,пизди зажити,0
Сексуальні дії,👉👌,пилососити,1
Сексуальні дії,👉👌,пилувати,1
Сексуальні дії,👉👌,пиляти,1
Сексуальні дії,👉👌,пихати,1
Сексуальні дії,👉👌,пичити,1
Сексуальні дії,👉👌,пичитися,1
Сексуальні дії,👉👌,пичкуватися,1
Сексуальні дії,👉👌,підмахувати / підмахнути,0
Сексуальні дії,👉👌,піжити,1
Сексуальні дії,👉👌,пежити,1
Сексуальні дії,👉👌,пізнати,1
Сексуальні дії,👉👌,пізнатися,1
Сексуальні дії,👉👌,піктися,1
Сексуальні дії,👉👌,пірити,1
Сексуальні дії,👉👌,пістоль поставити,0
Сексуальні дії,👉👌,повалити на череві дуба,0
Сексуальні дії,👉👌,погилитися,1
Сексуальні дії,👉👌,погнати,1
Сексуальні дії,👉👌,погойдатися,1
Сексуальні дії,👉👌,погримати,1
Сексуальні дії,👉👌,позабавитися,1
Сексуальні дії,👉👌,поїбати,1
Сексуальні дії,👉👌,поїбатися,1
Сексуальні дії,👉👌,поїхати,1
Сексуальні дії,👉👌,поколоти,1
Сексуальні дії,👉👌,покропити,1
Сексуальні дії,👉👌,полірувати торпеду,0
Сексуальні дії,👉👌,попарити животину,0
Сексуальні дії,👉👌,попахати табаки,0
Сексуальні дії,👉👌,по перогу вдарити,0
Сексуальні дії,👉👌,попихати,1
Сексуальні дії,👉👌,попихати дівчат,0
Сексуальні дії,👉👌,попікати,1
Сексуальні дії,👉👌,попікати дівчат,0
Сексуальні дії,👉👌,порати,1
Сексуальні дії,👉👌,поратися,1
Сексуальні дії,👉👌,пороти,1
Сексуальні дії,👉👌,поротися,1
Сексуальні дії,👉👌,поставити,1
Сексуальні дії,👉👌,поставити нумерок,0
Сексуальні дії,👉👌,поставити палку,0
Сексуальні дії,👉👌,поставити патик,0
Сексуальні дії,👉👌,поставити,1
Сексуальні дії,👉👌,потку натягати,0
Сексуальні дії,👉👌,потку попарити,0
Сексуальні дії,👉👌,потолочити,1
Сексуальні дії,👉👌,потоптати,1
Сексуальні дії,👉👌,поцьку всрать,0
Сексуальні дії,👉👌,пошмаляти,1
Сексуальні дії,👉👌,пошморгати,1
Сексуальні дії,👉👌,пошолопати,1
Сексуальні дії,👉👌,поштрикатися,1
Сексуальні дії,👉👌,пощугати в пизду,0
Сексуальні дії,👉👌,працювати,1
Сексуальні дії,👉👌,прижилитися,1
Сексуальні дії,👉👌,приймати / прийняти мужчину,0
Сексуальні дії,👉👌,приймати / прийняти прутня,0
Сексуальні дії,👉👌,примудькатися,1
Сексуальні дії,👉👌,пробивати,1
Сексуальні дії,👉👌,продавати сухі раки,0
Сексуальні дії,👉👌,пропердолити,1
Сексуальні дії,👉👌,пропихнутися,1
Сексуальні дії,👉👌,прополоти руту-м'яту,0
Сексуальні дії,👉👌,прочищать,1
Сексуальні дії,👉👌,пуцувати,1
Сексуальні дії,👉👌,пхати,1
Сексуальні дії,👉👌,пхатися,1
Сексуальні дії,👉👌,рачити,1
Сексуальні дії,👉👌,рибу варити,0
Сексуальні дії,👉👌,рибу забити,0
Сексуальні дії,👉👌,рибу пекти,0
Сексуальні дії,👉👌,рипати,1
Сексуальні дії,👉👌,різати кобіту,0
Сексуальні дії,👉👌,перерізати кобіту,0
Сексуальні дії,👉👌,різати січку,0
Сексуальні дії,👉👌,робити в плахті перебори,0
Сексуальні дії,👉👌,робити,1
Сексуальні дії,👉👌,робити іменини,0
Сексуальні дії,👉👌,робити оте,0
Сексуальні дії,👉👌,робити тілесний гріх,0
Сексуальні дії,👉👌,робити тую роботу,0
Сексуальні дії,👉👌,робити це,0
Сексуальні дії,👉👌,робити чик-чик,0
Сексуальні дії,👉👌,робити чоловічу роботу,0
Сексуальні дії,👉👌,роз'їбати,1
Сексуальні дії,👉👌,розмовляти,1
Сексуальні дії,👉👌,розмочити сухар,0
Сексуальні дії,👉👌,розслабитися,1
Сексуальні дії,👉👌,рухатися,1
Сексуальні дії,👉👌,сексуватися,1
Сексуальні дії,👉👌,сідлати,1
Сексуальні дії,👉👌,сікти бабу,0
Сексуальні дії,👉👌,сіно громадити,0
Сексуальні дії,👉👌,смикатися,1
Сексуальні дії,👉👌,совати колодку,0
Сексуальні дії,👉👌,совокнутися,1
Сексуальні дії,👉👌,согрішити,1
Сексуальні дії,👉👌,спати,1
Сексуальні дії,👉👌,спекти,1
Сексуальні дії,👉👌,спіймати бобра,0
Сексуальні дії,👉👌,сполучатися,1
Сексуальні дії,👉👌,ставити нумер,0
Сексуальні дії,👉👌,ставити нумерок,0
Сексуальні дії,👉👌,ставити патик,0
Сексуальні дії,👉👌,поставити нумер,0
Сексуальні дії,👉👌,поставити нумерок,0
Сексуальні дії,👉👌,поставити патик,0
Сексуальні дії,👉👌,стати в борозну,0
Сексуальні дії,👉👌,стрибати,1
Сексуальні дії,👉👌,сунути,1
Сексуальні дії,👉👌,сунутися,1
Сексуальні дії,👉👌,сягнути під коліна,0
Сексуальні дії,👉👌,танцювати у чотири коліна,0
Сексуальні дії,👉👌,танцювати у чотири коліна кадриль,0
Сексуальні дії,👉👌,тарахнути,1
Сексуальні дії,👉👌,терти крупи,0
Сексуальні дії,👉👌,терти мак,0
Сексуальні дії,👉👌,терти коноплі,0
Сексуальні дії,👉👌,тертися,1
Сексуальні дії,👉👌,тикати,1
Сексуальні дії,👉👌,тикатися,1
Сексуальні дії,👉👌,тиснути,1
Сексуальні дії,👉👌,тичити,1
Сексуальні дії,👉👌,товкти,1
Сексуальні дії,👉👌,топтати,1
Сексуальні дії,👉👌,торкати / торкнути,0
Сексуальні дії,👉👌,трахати / трахнути,0
Сексуальні дії,👉👌,трахатися,1
Сексуальні дії,👉👌,трахі-трахі,1
Сексуальні дії,👉👌,трахкатися,1
Сексуальні дії,👉👌,тріснути,1
Сексуальні дії,👉👌,тулитися,1
Сексуальні дії,👉👌,тягати,1
Сексуальні дії,👉👌,тягнути,1
Сексуальні дії,👉👌,увихуватися / увихатися,0
Сексуальні дії,👉👌,ударити,1
Сексуальні дії,👉👌,узнути,1
Сексуальні дії,👉👌,уйобувати,1
Сексуальні дії,👉👌,уїбати,1
Сексуальні дії,👉👌,уєбати,1
Сексуальні дії,👉👌,утнути,1
Сексуальні дії,👉👌,утовкти перцю,0
Сексуальні дії,👉👌,файдолити,1
Сексуальні дії,👉👌,факатися,1
Сексуальні дії,👉👌,фачитися,1
Сексуальні дії,👉👌,фестивалити,1
Сексуальні дії,👉👌,фонтан зробити,0
Сексуальні дії,👉👌,харити,1
Сексуальні дії,👉👌,хендожити,1
Сексуальні дії,👉👌,хитати юрту,0
Сексуальні дії,👉👌,хитатися,1
Сексуальні дії,👉👌,ховатися під вербами,0
Сексуальні дії,👉👌,ходити,1
Сексуальні дії,👉👌,ходити в будяки,0
Сексуальні дії,👉👌,ходити в бузину,0
Сексуальні дії,👉👌,ходити в жито,0
Сексуальні дії,👉👌,цюпцяти,1
Сексуальні дії,👉👌,чесатися,1
Сексуальні дії,👉👌,чмулити,1
Сексуальні дії,👉👌,чубити,1
Сексуальні дії,👉👌,чухрати,1
Сексуальні дії,👉👌,шваркнути,1
Сексуальні дії,👉👌,Швецію робити,0
Сексуальні дії,👉👌,шворитися,1
Сексуальні дії,👉👌,шишку мочити / помочити,0
Сексуальні дії,👉👌,шкрумадити,1
Сексуальні дії,👉👌,шмигнути,1
Сексуальні дії,👉👌,шмондати кобіту,0
Сексуальні дії,👉👌,шморгати / шморгнути,0
Сексуальні дії,👉👌,шморгатися,1
Сексуальні дії,👉👌,шмуляти,1
Сексуальні дії,👉👌,шпарити,1
Сексуальні дії,👉👌,шпилити,1
Сексуальні дії,👉👌,шпилитися,1
Сексуальні дії,👉👌,шпіліндрикатися / шпіліндрикнутися,0
Сексуальні дії,👉👌,шпіляти,1
Сексуальні дії,👉👌,шпокати / шпокнути,0
Сексуальні дії,👉👌,шпріцувати,1
Сексуальні дії,👉👌,штанами накрити,0
Сексуальні дії,👉👌,штрикати,1
Сексуальні дії,👉👌,штуркати,1
Сексуальні дії,👉👌,шурдигати,1
Сексуальні дії,👉👌,шуркатися,1
Сексуальні дії,👉👌,юбати,1
Сексуальні дії,👉👌,ябати,1
Сексуальні дії,👉👌,яйця підкотити,0
Сексуальні дії,👉👌,якорити,1
Сексуальні дії,Інтенсивне здійснення статевого акту,аж дим з пизди іде,0
Сексуальні дії,Інтенсивне здійснення статевого акту,аж іскри з пизди сиплються,0
Сексуальні дії,Інтенсивне здійснення статевого акту,аж пизда трясеться,0
Сексуальні дії,Інтенсивне здійснення статевого акту,"виграти, як Сидорову козу",0
Сексуальні дії,Інтенсивне здійснення статевого акту,вставити по самі гланди,0
Сексуальні дії,Інтенсивне здійснення статевого акту,дерти як мавпа газету,0
Сексуальні дії,Інтенсивне здійснення статевого акту,заїбати в доску,0
Сексуальні дії,Інтенсивне здійснення статевого акту,заїбати в пень,0
Сексуальні дії,Інтенсивне здійснення статевого акту,засадити по самі гланди,0
Сексуальні дії,Інтенсивне здійснення статевого акту,засупонити по саме нікуди,0
Сексуальні дії,Інтенсивне здійснення статевого акту,трахатися в усі дірки,0
Сексуальні дії,Інтенсивне здійснення статевого акту,трахнути по самі бакенбарди,0
Сексуальні дії,Інтенсивне здійснення статевого акту,усадити по [самі] яйця,0
Сексуальні дії,Інтенсивне здійснення статевого акту,усі меблі в пизді поростручувати,0
Сексуальні дії,Позбавити дівчину цнотливости,зайняти,1
Сексуальні дії,Позбавити дівчину цнотливости,закобітити,1
Сексуальні дії,Позбавити дівчину цнотливости,зіпсувати,1
Сексуальні дії,Позбавити дівчину цнотливости,ламати / зламати червону калину,0
Сексуальні дії,Позбавити дівчину цнотливости,ламати / зламати цілку,0
Сексуальні дії,Позбавити дівчину цнотливости,пелену покраснити,0
Сексуальні дії,Позбавити дівчину цнотливости,привітати з Восьмим березня,0
Сексуальні дії,Позбавити дівчину цнотливости,пробити,1
Сексуальні дії,Позбавити дівчину цнотливости,продірявити,1
Сексуальні дії,Позбавити дівчину цнотливости,проколоти,1
Сексуальні дії,Позбавити дівчину цнотливости,пропороти дівочість,0
Сексуальні дії,Позбавити дівчину цнотливости,псувати,1
Сексуальні дії,Позбавити дівчину цнотливости,пуститипоруках,1
Сексуальні дії,Позбавити дівчину цнотливости,розправічити,1
Сексуальні дії,Позбавити дівчину цнотливости,спаскудити,1
Сексуальні дії,Позбавити дівчину цнотливости,фартух роздерти,0
Сексуальні дії,Позбавити дівчину цнотливости,цілину орати,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),виконувати жіночу повинність,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),давати / дати,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),давати їсти,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),дати ласки з-під запаски,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),дати риби,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),допускати до поділка,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),заголити пупок,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),підмахнути,1
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),піти у гречку,0
Сексуальні дії,Погоджуватись на 👉👌 (про жінку),пустити стелитися,0
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",вчинити,1
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",забабахати,1
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",запузатити,1
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",змахати бенькарта кобіті,0
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",зробити,1
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",зробити дитину,0
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",зробити лялю,0
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",клепати / наклепати дітей,0
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",нагопати,1
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",скувати дитину,0
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",справити,1
Сексуальні дії,"Запліднити жінку, здійснюючи 👉👌",черевину зробити,0
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,вітром надуло,0
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,набігати [дитину],0
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,нагуляти,1
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,пригуляти,1
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,прижити,1
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,принести в пелені [дитину],0
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,приносити / принести в подолі,0
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,сквозняком продуло,0
Сексуальні дії,Завагітніти і народити дитину поза шлюбом,скурвитися,1
Сексуальні дії,Стан ерекції,бенус стойчус,0
Сексуальні дії,Стан ерекції,встати,1
Сексуальні дії,Стан ерекції,гриб,1
Сексуальні дії,Стан ерекції,дубитися,1
Сексуальні дії,Стан ерекції,🍑ерти головку,0
Сексуальні дії,Стан ерекції,підвести головку,0
Сексуальні дії,Стан ерекції,здиблюватися / здибитися,0
Сексуальні дії,Стан ерекції,кінь дибки стає,0
Сексуальні дії,Стан ерекції,настомбурчитися,1
Сексуальні дії,Стан ерекції,настопорчитися,1
Сексуальні дії,Стан ерекції,патик,1
Сексуальні дії,Стан ерекції,показувати на дванадцять,0
Сексуальні дії,Стан ерекції,спускатися,1
Сексуальні дії,Стан ерекції,стати,1
Сексуальні дії,Стан ерекції,стати дубом,0
Сексуальні дії,Стан ерекції,стояти,1
Сексуальні дії,Стан ерекції,хуй стоїть,0
Сексуальні дії,Відсутність ерекції у чоловіка,висячка,1
Сексуальні дії,Відсутність ерекції у чоловіка,дармовис,1
Сексуальні дії,Відсутність ерекції у чоловіка,нерухомість,1
Сексуальні дії,Відсутність ерекції у чоловіка,неспособний,1
Сексуальні дії,Відсутність ерекції у чоловіка,нестоячка,1
Сексуальні дії,Відсутність ерекції у чоловіка,показувати на півшостої,0
Сексуальні дії,Відсутність ерекції у чоловіка,порожній,1
Сексуальні дії,Відсутність ерекції у чоловіка,хуй не встає / не встане,0
Сексуальні дії,Оргазм,вибух,1
Сексуальні дії,Оргазм,вибухнути,1
Сексуальні дії,Оргазм,досягти піку,0
Сексуальні дії,Оргазм,кінчати / кінчити,0
Сексуальні дії,Оргазм,найбільша розкіш,0
Сексуальні дії,Оргазм,прихід прийшов,0
Сексуальні дії,Оргазм,спускати / спустити,0
Сексуальні дії,Оргазм,циркнути,1
Сексуальні дії,Мастурбація,онанізм,1
Сексуальні дії,Мастурбація,рукоблудство,1
Сексуальні дії,Мастурбація,солодійство,1
Сексуальні дії,Мастурбація,стегноблудіє,1
Сексуальні дії,Мастурбувати,бити масло,0
Сексуальні дії,Мастурбувати,більярд катати,0
Сексуальні дії,Мастурбувати,ганяти лисого,0
Сексуальні дії,Мастурбувати,ганяти шкурку,0
Сексуальні дії,Мастурбувати,"гуляй рука, балдій пісюн",0
Сексуальні дії,Мастурбувати,драконити,1
Сексуальні дії,Мастурбувати,драти горобця,0
Сексуальні дії,Мастурбувати,дрочити,1
Сексуальні дії,Мастурбувати,загравати зі змієм,0
Сексуальні дії,Мастурбувати,з кулаком на віру жити,0
Сексуальні дії,Мастурбувати,капуцина рубати,0
Сексуальні дії,Мастурбувати,малахвію трусити,0
Сексуальні дії,Мастурбувати,полірувати торпеду,0
Сексуальні дії,Мастурбувати,шари ганяти,0
Виконавці сексуальних дій,Лесбіянка,баба з яйцями,0
Виконавці сексуальних дій,Лесбіянка,лесба,1
Виконавці сексуальних дій,Лесбіянка,лесбі,1
Виконавці сексуальних дій,Лесбіянка,лесбійка,1
Виконавці сексуальних дій,Лесбіянка,лесбо,1
Виконавці сексуальних дій,Лесбіянка,лесбос,1
Виконавці сексуальних дій,Лесбіянка,лесбуха,1
Виконавці сексуальних дій,Лесбіянка,фема,1
Виконавці сексуальних дій,Гомосексуаліст,баба з яйцями,0
Виконавці сексуальних дій,Гомосексуаліст,батон,1
Виконавці сексуальних дій,Гомосексуаліст,бузерант,1
Виконавці сексуальних дій,Гомосексуаліст,голубий,1
Виконавці сексуальних дій,Гомосексуаліст,гом,1
Виконавці сексуальних дій,Гомосексуаліст,гомо,1
Виконавці сексуальних дій,Гомосексуаліст,гомосек,1
Виконавці сексуальних дій,Гомосексуаліст,жопушник,1
Виконавці сексуальних дій,Гомосексуаліст,педераст,1
Виконавці сексуальних дій,Гомосексуаліст,педик,1
Виконавці сексуальних дій,Гомосексуаліст,педрило,1
Виконавці сексуальних дій,Гомосексуаліст,півень,1
Виконавці сексуальних дій,Гомосексуаліст,підар,1
Виконавці сексуальних дій,Гомосексуаліст,підарас,1
Виконавці сексуальних дій,Чоловік як статевий партнер жінки,єбак,1
Виконавці сексуальних дій,Чоловік як статевий партнер жінки,єбун,1
Виконавці сексуальних дій,Чоловік як статевий партнер жінки,їбак,1
Виконавці сексуальних дій,Чоловік як статевий партнер жінки,йобар,1
Виконавці сексуальних дій,Чоловік як статевий партнер жінки,партнер,1
Виконавці сексуальних дій,Чоловік як статевий партнер жінки,сексуальний партнер,0
Виконавці сексуальних дій,Чоловік як статевий партнер жінки,статевий партнер,0
Виконавці сексуальних дій,Жінка як статева партнерка чоловіка,драчка,1
Виконавці сексуальних дій,Жінка як статева партнерка чоловіка,дупа,1
Виконавці сексуальних дій,Жінка як статева партнерка чоловіка,курка,1
Виконавці сексуальних дій,Жінка як статева партнерка чоловіка,сексуальна партнерка,0
Виконавці сексуальних дій,Жінка як статева партнерка чоловіка,статева партнерка,0
Виконавці сексуальних дій,Жінка як статева партнерка чоловіка,соратниця,1
Виконавці сексуальних дій,Жінка як статева партнерка чоловіка,срака,1
